,kw,id,publishTime,viewCount,likeCount,likeratio,viewratio,comment_sentiment
0,song,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
1,fruit,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
2,learn,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
3,eating,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
4,factory,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
5,farm,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
6,blippi,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
7,head,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
8,cherry,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
9,child,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
10,video,gPi8cZS7BKc,2020-07-07T14:41:16Z,5641435.0,9667.0,1.8291390728476822,0.16500921215205236,
11,way,eJhxDosrv-w,2020-07-08T18:48:52Z,3562001.0,289961.0,41.38752497858978,18.30723472349913,0.19219
12,recipe,eJhxDosrv-w,2020-07-08T18:48:52Z,3562001.0,289961.0,41.38752497858978,18.30723472349913,0.19219
13,today,eJhxDosrv-w,2020-07-08T18:48:52Z,3562001.0,289961.0,41.38752497858978,18.30723472349913,0.19219
14,pasta,eJhxDosrv-w,2020-07-08T18:48:52Z,3562001.0,289961.0,41.38752497858978,18.30723472349913,0.19219
15,i,eJhxDosrv-w,2020-07-08T18:48:52Z,3562001.0,289961.0,41.38752497858978,18.30723472349913,0.19219
16,fun,nM7pg2eLy-A,2020-07-11T16:34:21Z,3033441.0,74798.0,16.35286401399213,0.7277120494404017,0.43635000000000007
17,thanks,nM7pg2eLy-A,2020-07-11T16:34:21Z,3033441.0,74798.0,16.35286401399213,0.7277120494404017,0.43635000000000007
18,hour,nM7pg2eLy-A,2020-07-11T16:34:21Z,3033441.0,74798.0,16.35286401399213,0.7277120494404017,0.43635000000000007
19,mermaid,nM7pg2eLy-A,2020-07-11T16:34:21Z,3033441.0,74798.0,16.35286401399213,0.7277120494404017,0.43635000000000007
