,kw,id,publishTime,viewCount,likeCount,likeratio,viewratio,comment_sentiment
0,labeouf,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
1,tear,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
2,wing,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
3,shia,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
4,spicy,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
5,one,lMbseuQR2G8,2019-09-19T15:00:12Z,18270638.0,702521.0,0.038450819287208254,6.297940196791267,0.216672
6,scampi,UMp-IF6uPkk,2019-09-19T16:00:09Z,7663401.0,140509.0,0.018335070812554373,2.600958205838243,0.313288
7,minute,UMp-IF6uPkk,2019-09-19T16:00:09Z,7663401.0,140509.0,0.018335070812554373,2.600958205838243,0.313288
8,cook,UMp-IF6uPkk,2019-09-19T16:00:09Z,7663401.0,140509.0,0.018335070812554373,2.600958205838243,0.313288
9,gordon,UMp-IF6uPkk,2019-09-19T16:00:09Z,7663401.0,140509.0,0.018335070812554373,2.600958205838243,0.313288
10,gentleman,bsgj0UdxMSQ,2019-09-20T03:42:29Z,5654166.0,64155.0,0.011346500969373733,2.6693517395438264,0.26036200000000004
11,brad,bsgj0UdxMSQ,2019-09-20T03:42:29Z,5654166.0,64155.0,0.011346500969373733,2.6693517395438264,0.26036200000000004
12,bar,bsgj0UdxMSQ,2019-09-20T03:42:29Z,5654166.0,64155.0,0.011346500969373733,2.6693517395438264,0.26036200000000004
13,courtesy,bsgj0UdxMSQ,2019-09-20T03:42:29Z,5654166.0,64155.0,0.011346500969373733,2.6693517395438264,0.26036200000000004
14,pitt,bsgj0UdxMSQ,2019-09-20T03:42:29Z,5654166.0,64155.0,0.011346500969373733,2.6693517395438264,0.26036200000000004
15,part,-JkcZRBUNtw,2019-09-19T16:02:01Z,4184616.0,125121.0,0.029900234573494916,3.4485679081995757,0.26355799999999996
16,brad,-JkcZRBUNtw,2019-09-19T16:02:01Z,4184616.0,125121.0,0.029900234573494916,3.4485679081995757,0.26355799999999996
17,appétit,-JkcZRBUNtw,2019-09-19T16:02:01Z,4184616.0,125121.0,0.029900234573494916,3.4485679081995757,0.26355799999999996
18,bon,-JkcZRBUNtw,2019-09-19T16:02:01Z,4184616.0,125121.0,0.029900234573494916,3.4485679081995757,0.26355799999999996
19,matheson,-JkcZRBUNtw,2019-09-19T16:02:01Z,4184616.0,125121.0,0.029900234573494916,3.4485679081995757,0.26355799999999996
20,dish,kpe5JNOeu0E,2019-09-16T16:00:09Z,3934844.0,37756.0,0.009595297805961304,1.335486005559852,0.143994
21,restaurant,kpe5JNOeu0E,2019-09-16T16:00:09Z,3934844.0,37756.0,0.009595297805961304,1.335486005559852,0.143994
22,gordon,kpe5JNOeu0E,2019-09-16T16:00:09Z,3934844.0,37756.0,0.009595297805961304,1.335486005559852,0.143994
23,olympic,eG7Gy57kwSg,2019-09-17T15:25:02Z,3406752.0,21.0,6.164229154338208e-06,11.72795143887271,
24,milk,eG7Gy57kwSg,2019-09-17T15:25:02Z,3406752.0,21.0,6.164229154338208e-06,11.72795143887271,
25,yogurt,eG7Gy57kwSg,2019-09-17T15:25:02Z,3406752.0,21.0,6.164229154338208e-06,11.72795143887271,
26,bc,eG7Gy57kwSg,2019-09-17T15:25:02Z,3406752.0,21.0,6.164229154338208e-06,11.72795143887271,
27,taste,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
28,dakbokkeumtang,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
29,appétit,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
30,maangchi,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
31,spicy,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
32,bon,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
33,chicken,EteEqlQgr9A,2019-09-17T16:00:08Z,2698331.0,64485.0,0.023898105903241672,2.2237112538641703,0.185792
34,part,wiCRhrWpDbI,2019-09-20T16:05:01Z,2652985.0,76121.0,0.02869258589852562,2.1863413350077647,0.265888
35,brad,wiCRhrWpDbI,2019-09-20T16:05:01Z,2652985.0,76121.0,0.02869258589852562,2.1863413350077647,0.265888
36,appétit,wiCRhrWpDbI,2019-09-20T16:05:01Z,2652985.0,76121.0,0.02869258589852562,2.1863413350077647,0.265888
37,bon,wiCRhrWpDbI,2019-09-20T16:05:01Z,2652985.0,76121.0,0.02869258589852562,2.1863413350077647,0.265888
38,matheson,wiCRhrWpDbI,2019-09-20T16:05:01Z,2652985.0,76121.0,0.02869258589852562,2.1863413350077647,0.265888
39,쿠킹로그,OgMi1KTPzJY,2019-09-17T09:47:56Z,2546031.0,30470.0,0.01196764689825065,1.8413299490085502,0.037544
40,cho,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
41,cooking,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
42,rib,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
43,jongwon,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
44,baek,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
45,sauce,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
46,log,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
47,chicken,HI8DlDs1gko,2019-09-20T10:01:01Z,2323234.0,30085.0,0.012949621088534344,1.680199629444783,0.059828
48,romesco,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
49,steak,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
50,kitchen,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
51,appétit,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
52,skirt,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
53,test,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
54,bon,uegmlk8OT3w,2019-09-16T15:01:02Z,1855460.0,14847.0,0.008001789313701185,1.529096053484474,0.21831
55,alison,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
56,cooking,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
57,chickpea,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
58,roman,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
59,stew,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
60,nyt,jaN3qsqXt38,2019-09-20T19:02:21Z,1598082.0,30528.0,0.019102899600896575,5.8225758657475435,0.2195734693877551
61,belly,pZCE6M2xGqw,2019-09-17T13:45:05Z,1599615.0,49828.0,0.031149995467659404,1.3453212393851248,0.108966
62,mapo,wj24Tb8Lmtc,2019-09-15T23:23:54Z,1140458.0,36308.0,0.03183633242083444,0.8630871256238835,0.573574
63,tofu,wj24Tb8Lmtc,2019-09-15T23:23:54Z,1140458.0,36308.0,0.03183633242083444,0.8630871256238835,0.573574
64,두부,wj24Tb8Lmtc,2019-09-15T23:23:54Z,1140458.0,36308.0,0.03183633242083444,0.8630871256238835,0.573574
65,mapadubu,wj24Tb8Lmtc,2019-09-15T23:23:54Z,1140458.0,36308.0,0.03183633242083444,0.8630871256238835,0.573574
66,star,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
67,disney,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
68,food,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
69,war,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
70,world,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
71,treat,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
72,edge,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
73,challenge,ZQfp0YI4oDA,2019-09-19T13:00:09Z,1059532.0,20915.0,0.019739847404325682,19.74791106778705,0.11804399999999998
74,isamara,aFd9vtPqQY0,2019-09-16T22:21:43Z,995449.0,89362.0,0.0897705457537252,2.104235590615412,0.015384000000000002
75,coxinha,aFd9vtPqQY0,2019-09-16T22:21:43Z,995449.0,89362.0,0.0897705457537252,2.104235590615412,0.015384000000000002
76,super,aFd9vtPqQY0,2019-09-16T22:21:43Z,995449.0,89362.0,0.0897705457537252,2.104235590615412,0.015384000000000002
77,pasta,aFd9vtPqQY0,2019-09-16T22:21:43Z,995449.0,89362.0,0.0897705457537252,2.104235590615412,0.015384000000000002
78,amâncio,aFd9vtPqQY0,2019-09-16T22:21:43Z,995449.0,89362.0,0.0897705457537252,2.104235590615412,0.015384000000000002
79,professional,qmoCVX19W_o,2019-09-19T20:00:05Z,916908.0,76940.0,0.08391245359403561,2.1500257858184004,0.08185
80,pizza,qmoCVX19W_o,2019-09-19T20:00:05Z,916908.0,76940.0,0.08391245359403561,2.1500257858184004,0.08185
