,kw,id,publishTime,viewCount,likeCount,likeratio,viewratio,comment_sentiment
0,process,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
1,master,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
2,walk,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
3,hand,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
4,maker,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
5,chocolate,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
6,cocoa,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
7,quijano,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
8,episode,Jl0IDXkYKbk,2020-03-14T14:00:04Z,6389034.0,144531.0,58.44359078042863,17.88313333376094,0.227724
9,adult,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
10,bite,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
11,diet,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
12,pastry,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
13,delany,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
14,saffitz,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
15,magic,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
16,claire,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
17,chef,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
18,school,72eq0zeUH3A,2020-03-10T16:11:05Z,5145978.0,104664.0,69.91583166332666,4.24632188849178,0.23924800000000002
19,master,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
20,broth,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
21,sauce,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
22,bon,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
23,leone,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
24,brad,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
25,time,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
26,appétit,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
27,base,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
28,episode,ndcDT1rXMvU,2020-03-13T19:00:02Z,2845435.0,62219.0,65.0146290491118,2.347976015983863,0.11118800000000001
29,side,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
30,recipe,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
31,dish,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
32,jinmichae,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
33,rice,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
34,delicacy,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
35,squid,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
36,ingredient,xecKUiZBCtM,2020-03-12T10:20:15Z,2801691.0,36222.0,25.508450704225353,2.030340046272509,0.010185999999999999
37,home,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
38,recipe,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
39,hand,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
40,sanitizer,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
41,video,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
42,homemade,oYbTZDEZZz4,2020-03-11T09:25:03Z,2573809.0,48743.0,11.62207916070577,46.099761814360065,0.22467199999999998
43,gaby,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
44,melian,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
45,baraghani,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
46,leone,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
47,christina,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
48,join,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
49,delany,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
50,brad,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
51,chaey,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
52,music,pnoLbyhgdts,2020-03-12T16:00:08Z,2144186.0,49463.0,84.55213675213675,1.7693243043008804,0.140304
