,kw,id,publishTime,viewCount,likeCount,likeratio,viewratio,comment_sentiment
0,chicken,lvvwcS-0R-g,2019-10-13T19:00:05Z,13069524.0,233904.0,19.52617079889807,11.227782671640842,0.07464
1,celebrity,lvvwcS-0R-g,2019-10-13T19:00:05Z,13069524.0,233904.0,19.52617079889807,11.227782671640842,0.07464
2,world,1uNpjqH-mQQ,2019-10-17T18:19:11Z,9549246.0,117678.0,43.53607103218646,13.558394203849845,0.056554
3,guy,1uNpjqH-mQQ,2019-10-17T18:19:11Z,9549246.0,117678.0,43.53607103218646,13.558394203849845,0.056554
4,pepper,1uNpjqH-mQQ,2019-10-17T18:19:11Z,9549246.0,117678.0,43.53607103218646,13.558394203849845,0.056554
5,shake,SfNgpLkV6KE,2019-10-15T13:00:05Z,8055484.0,258132.0,82.68161434977578,1.7307639652679172,0.168144
6,pulp,SfNgpLkV6KE,2019-10-15T13:00:05Z,8055484.0,258132.0,82.68161434977578,1.7307639652679172,0.168144
7,fiction,SfNgpLkV6KE,2019-10-15T13:00:05Z,8055484.0,258132.0,82.68161434977578,1.7307639652679172,0.168144
8,fire,kR77WlHRZrs,2019-10-16T10:32:38Z,6054080.0,65203.0,38.49055489964581,4.4020491889204205,0.024922
9,egg,kR77WlHRZrs,2019-10-16T10:32:38Z,6054080.0,65203.0,38.49055489964581,4.4020491889204205,0.024922
10,confectionery,jVyKn_UZLA8,2019-10-19T12:15:13Z,6032756.0,33916.0,6.89349593495935,2.6437387538549624,0.195438
11,fantasy,jVyKn_UZLA8,2019-10-19T12:15:13Z,6032756.0,33916.0,6.89349593495935,2.6437387538549624,0.195438
12,idea,jVyKn_UZLA8,2019-10-19T12:15:13Z,6032756.0,33916.0,6.89349593495935,2.6437387538549624,0.195438
13,cupcake,jVyKn_UZLA8,2019-10-19T12:15:13Z,6032756.0,33916.0,6.89349593495935,2.6437387538549624,0.195438
14,cake,jVyKn_UZLA8,2019-10-19T12:15:13Z,6032756.0,33916.0,6.89349593495935,2.6437387538549624,0.195438
15,turkey,brAJ7pEudFU,2019-10-16T16:00:11Z,5167191.0,80127.0,54.43410326086956,4.263474190397423,0.248002
16,brad,brAJ7pEudFU,2019-10-16T16:00:11Z,5167191.0,80127.0,54.43410326086956,4.263474190397423,0.248002
17,thanksgiving,brAJ7pEudFU,2019-10-16T16:00:11Z,5167191.0,80127.0,54.43410326086956,4.263474190397423,0.248002
18,try,brAJ7pEudFU,2019-10-16T16:00:11Z,5167191.0,80127.0,54.43410326086956,4.263474190397423,0.248002
19,cranberry,brAJ7pEudFU,2019-10-16T16:00:11Z,5167191.0,80127.0,54.43410326086956,4.263474190397423,0.248002
20,guy,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
21,bon,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
22,fieri,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
23,taste,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
24,trash,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
25,appétit,E3e20718ioY,2019-10-17T16:00:06Z,3556330.0,72165.0,60.03743760399335,2.934345017928709,0.08868000000000001
26,burger,Ccr8J-Vp_PU,2019-10-15T15:00:04Z,2763976.0,76606.0,70.34527089072543,0.9843876428554931,0.023476000000000007
27,show,Ccr8J-Vp_PU,2019-10-15T15:00:04Z,2763976.0,76606.0,70.34527089072543,0.9843876428554931,0.023476000000000007
28,blender,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
29,sardine,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
30,pie,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
31,freitas,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
32,pasta,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
33,super,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
34,gabriel,LsO1OdeDPqw,2019-10-15T22:15:00Z,2521371.0,208920.0,63.71454711802379,5.901544482290219,0.14958
35,log,dXN1dlsYdJI,2019-10-15T09:29:35Z,2493529.0,34050.0,30.0,1.813097499867783,0.021914
36,time,dXN1dlsYdJI,2019-10-15T09:29:35Z,2493529.0,34050.0,30.0,1.813097499867783,0.021914
37,cooking,dXN1dlsYdJI,2019-10-15T09:29:35Z,2493529.0,34050.0,30.0,1.813097499867783,0.021914
38,bibimbap,dXN1dlsYdJI,2019-10-15T09:29:35Z,2493529.0,34050.0,30.0,1.813097499867783,0.021914
39,autumn,dXN1dlsYdJI,2019-10-15T09:29:35Z,2493529.0,34050.0,30.0,1.813097499867783,0.021914
40,crab,dRYZZKwwO14,2019-10-16T14:15:03Z,2305018.0,20349.0,23.52485549132948,6.449241085685181,0.157146
41,omakase,dRYZZKwwO14,2019-10-16T14:15:03Z,2305018.0,20349.0,23.52485549132948,6.449241085685181,0.157146
42,blue,dRYZZKwwO14,2019-10-16T14:15:03Z,2305018.0,20349.0,23.52485549132948,6.449241085685181,0.157146
43,sushi,dRYZZKwwO14,2019-10-16T14:15:03Z,2305018.0,20349.0,23.52485549132948,6.449241085685181,0.157146
44,master,dRYZZKwwO14,2019-10-16T14:15:03Z,2305018.0,20349.0,23.52485549132948,6.449241085685181,0.157146
45,school,D6U8Mz_RcuY,2019-10-17T08:53:37Z,2233969.0,9.0,3.0,5.539885418345725,
46,lunch,D6U8Mz_RcuY,2019-10-17T08:53:37Z,2233969.0,9.0,3.0,5.539885418345725,
47,video,D6U8Mz_RcuY,2019-10-17T08:53:37Z,2233969.0,9.0,3.0,5.539885418345725,
48,cg,D6U8Mz_RcuY,2019-10-17T08:53:37Z,2233969.0,9.0,3.0,5.539885418345725,
49,world,kSanIyl8Dmg,2019-10-13T09:00:06Z,1987454.0,18990.0,20.310160427807485,5.086014040132114,0.0034020000000000027
50,cake,kSanIyl8Dmg,2019-10-13T09:00:06Z,1987454.0,18990.0,20.310160427807485,5.086014040132114,0.0034020000000000027
51,log,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
52,house,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
53,restaurant,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
54,rice,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
55,taste,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
56,cooking,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
57,ㅣupgrade,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
58,fire,NGjk_1KQGmI,2019-10-17T10:49:13Z,1626293.0,17550.0,42.0863309352518,1.1825119228019711,0.006967999999999999
59,chicken,nlGk6k5hl_4,2019-10-14T19:46:15Z,1558417.0,86571.0,64.31723625557207,40.95321789008085,-0.021712000000000002
60,lunch,nlGk6k5hl_4,2019-10-14T19:46:15Z,1558417.0,86571.0,64.31723625557207,40.95321789008085,-0.021712000000000002
61,homemade,nlGk6k5hl_4,2019-10-14T19:46:15Z,1558417.0,86571.0,64.31723625557207,40.95321789008085,-0.021712000000000002
62,episode,nlGk6k5hl_4,2019-10-14T19:46:15Z,1558417.0,86571.0,64.31723625557207,40.95321789008085,-0.021712000000000002
63,hariprriya,-FR-YdLuiSc,2019-10-16T10:28:15Z,1538951.0,40818.0,24.91941391941392,4.607785921315519,0.09272599999999999
64,sadhguru,-FR-YdLuiSc,2019-10-16T10:28:15Z,1538951.0,40818.0,24.91941391941392,4.607785921315519,0.09272599999999999
65,food,-FR-YdLuiSc,2019-10-16T10:28:15Z,1538951.0,40818.0,24.91941391941392,4.607785921315519,0.09272599999999999
66,recipe,tRHPYzWOFr0,2019-10-18T05:55:47Z,1441673.0,19095.0,16.3065755764304,1.192525949531249,0.29479000000000005
67,anarsa,tRHPYzWOFr0,2019-10-18T05:55:47Z,1441673.0,19095.0,16.3065755764304,1.192525949531249,0.29479000000000005
68,festival,tRHPYzWOFr0,2019-10-18T05:55:47Z,1441673.0,19095.0,16.3065755764304,1.192525949531249,0.29479000000000005
69,tart,L6HGb6B1N_0,2019-10-16T14:34:40Z,1355137.0,17595.0,14.823083403538332,6.739951671847273,0.05895599999999998
70,lamagnère,L6HGb6B1N_0,2019-10-16T14:34:40Z,1355137.0,17595.0,14.823083403538332,6.739951671847273,0.05895599999999998
71,tatin,L6HGb6B1N_0,2019-10-16T14:34:40Z,1355137.0,17595.0,14.823083403538332,6.739951671847273,0.05895599999999998
72,style,L6HGb6B1N_0,2019-10-16T14:34:40Z,1355137.0,17595.0,14.823083403538332,6.739951671847273,0.05895599999999998
73,lunch,XARKwLO2Zjw,2019-10-14T17:18:20Z,1335670.0,98682.0,87.17491166077738,1.8138336447787866,0.132814
74,world,XARKwLO2Zjw,2019-10-14T17:18:20Z,1335670.0,98682.0,87.17491166077738,1.8138336447787866,0.132814
75,macaronona,XARKwLO2Zjw,2019-10-14T17:18:20Z,1335670.0,98682.0,87.17491166077738,1.8138336447787866,0.132814
76,calabresa,XARKwLO2Zjw,2019-10-14T17:18:20Z,1335670.0,98682.0,87.17491166077738,1.8138336447787866,0.132814
77,homemade,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
78,naan,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
79,recipe,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
80,garlic,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
81,bread,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
82,tawa,zosoH5dH-uo,2019-10-17T10:52:51Z,1302537.0,18728.0,28.077961019490253,2.0000864049866003,0.35198
83,chicken,VEoq2nAeF0o,2019-10-14T17:29:50Z,1276498.0,22036.0,18.564448188711037,7.617818910679771,0.087842
84,recipe,VEoq2nAeF0o,2019-10-14T17:29:50Z,1276498.0,22036.0,18.564448188711037,7.617818910679771,0.087842
85,ijustine,ywZDe5Eq-uw,2019-10-16T17:16:42Z,1265821.0,23293.0,51.647450110864746,0.3024845006234621,0.18877
86,kit,ywZDe5Eq-uw,2019-10-16T17:16:42Z,1265821.0,23293.0,51.647450110864746,0.3024845006234621,0.18877
87,pumpkin,ywZDe5Eq-uw,2019-10-16T17:16:42Z,1265821.0,23293.0,51.647450110864746,0.3024845006234621,0.18877
88,bon,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
89,pesto,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
90,test,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
91,kitchen,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
92,ba,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
93,appétit,RApzagDfqdc,2019-10-14T16:02:06Z,1209766.0,22993.0,27.307600950118765,0.9981837554331411,0.144824
94,bread,iTsmADW4f2M,2019-10-18T17:14:53Z,1208983.0,27496.0,29.06553911205074,3.9951074572455876,0.11223200000000003
95,recipe,iTsmADW4f2M,2019-10-18T17:14:53Z,1208983.0,27496.0,29.06553911205074,3.9951074572455876,0.11223200000000003
96,pudding,iTsmADW4f2M,2019-10-18T17:14:53Z,1208983.0,27496.0,29.06553911205074,3.9951074572455876,0.11223200000000003
97,wholegrains,xsv-RC4zJEY,2019-10-17T07:15:36Z,1156183.0,8.0,2.0,2.7306767298378176,
98,today,xsv-RC4zJEY,2019-10-17T07:15:36Z,1156183.0,8.0,2.0,2.7306767298378176,
99,choose,xsv-RC4zJEY,2019-10-17T07:15:36Z,1156183.0,8.0,2.0,2.7306767298378176,
100,kabitaskitchen,wxdC3Y5PS0g,2019-10-15T05:55:02Z,1085682.0,25027.0,25.934715025906737,0.7145021996965701,0.3704819999999999
101,diwali,wxdC3Y5PS0g,2019-10-15T05:55:02Z,1085682.0,25027.0,25.934715025906737,0.7145021996965701,0.3704819999999999
102,sweet,wxdC3Y5PS0g,2019-10-15T05:55:02Z,1085682.0,25027.0,25.934715025906737,0.7145021996965701,0.3704819999999999
103,ki,wxdC3Y5PS0g,2019-10-15T05:55:02Z,1085682.0,25027.0,25.934715025906737,0.7145021996965701,0.3704819999999999
